edge_id,source_node_id,target_node_id,edge_type,reason,confidence
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_C_prefix_sums::pi_pedagogy_risk_off_by_one,pi::pedagogy::approach::codeforces_1985_C::prefix_sums,pi::pedagogy::risk::off_by_one,HAS_RISK,The prefix_sums approach may fail through off_by_one.,0.64
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_implementation_constructive::pi_problem_codeforces_1985_B,pi::pedagogy::topic::implementation_constructive,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem belongs to topic implementation_constructive.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_math::pi_problem_codeforces_1985_B,pi::pedagogy::topic::math,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem belongs to topic math.,0.68
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_topic_greedy::pi_problem_codeforces_1985_B,pi::pedagogy::topic::greedy,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem belongs to topic greedy.,0.68
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_brute_force::pi_pedagogy_approach_codeforces_1985_B_brute_force,pi::pedagogy::technique::brute_force,pi::pedagogy::approach::codeforces_1985_B::brute_force,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_brute_force::pi_problem_codeforces_1985_B,pi::pedagogy::technique::brute_force,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem can be reached through technique brute_force.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_constraint_reading::pi_pedagogy_approach_codeforces_1985_B_brute_force,pi::pedagogy::prerequisite::constraint_reading,pi::pedagogy::approach::codeforces_1985_B::brute_force,PREREQUISITE_OF,constraint_reading is needed for brute_force.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_complexity_estimation::pi_pedagogy_approach_codeforces_1985_B_brute_force,pi::pedagogy::prerequisite::complexity_estimation,pi::pedagogy::approach::codeforces_1985_B::brute_force,PREREQUISITE_OF,complexity_estimation is needed for brute_force.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_brute_force::pi_pedagogy_risk_tle,pi::pedagogy::approach::codeforces_1985_B::brute_force,pi::pedagogy::risk::tle,HAS_RISK,The brute_force approach may fail through tle.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_brute_force::pi_pedagogy_risk_bad_complexity,pi::pedagogy::approach::codeforces_1985_B::brute_force,pi::pedagogy::risk::bad_complexity,HAS_RISK,The brute_force approach may fail through bad_complexity.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_number_theory::pi_pedagogy_approach_codeforces_1985_B_number_theory,pi::pedagogy::technique::number_theory,pi::pedagogy::approach::codeforces_1985_B::number_theory,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_number_theory::pi_problem_codeforces_1985_B,pi::pedagogy::technique::number_theory,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem can be reached through technique number_theory.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_divisibility::pi_pedagogy_approach_codeforces_1985_B_number_theory,pi::pedagogy::prerequisite::divisibility,pi::pedagogy::approach::codeforces_1985_B::number_theory,PREREQUISITE_OF,divisibility is needed for number_theory.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_modular_arithmetic::pi_pedagogy_approach_codeforces_1985_B_number_theory,pi::pedagogy::prerequisite::modular_arithmetic,pi::pedagogy::approach::codeforces_1985_B::number_theory,PREREQUISITE_OF,modular_arithmetic is needed for number_theory.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_number_theory::pi_pedagogy_risk_modulo_bug,pi::pedagogy::approach::codeforces_1985_B::number_theory,pi::pedagogy::risk::modulo_bug,HAS_RISK,The number_theory approach may fail through modulo_bug.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_number_theory::pi_pedagogy_risk_overflow,pi::pedagogy::approach::codeforces_1985_B::number_theory,pi::pedagogy::risk::overflow,HAS_RISK,The number_theory approach may fail through overflow.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_number_theory::pi_pedagogy_risk_divisibility_edge_case,pi::pedagogy::approach::codeforces_1985_B::number_theory,pi::pedagogy::risk::divisibility_edge_case,HAS_RISK,The number_theory approach may fail through divisibility_edge_case.,0.64
pi_ped_edge::EXPLAINS_APPROACH::pi_pedagogy_technique_greedy::pi_pedagogy_approach_codeforces_1985_B_greedy,pi::pedagogy::technique::greedy,pi::pedagogy::approach::codeforces_1985_B::greedy,EXPLAINS_APPROACH,Global technique explains this problem-specific approach.,0.76
pi_ped_edge::INDEXES_PROBLEM::pi_pedagogy_technique_greedy::pi_problem_codeforces_1985_B,pi::pedagogy::technique::greedy,pi::problem::codeforces_1985_B,INDEXES_PROBLEM,Problem can be reached through technique greedy.,0.74
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_exchange_argument::pi_pedagogy_approach_codeforces_1985_B_greedy,pi::pedagogy::prerequisite::exchange_argument,pi::pedagogy::approach::codeforces_1985_B::greedy,PREREQUISITE_OF,exchange_argument is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_invariant_reasoning::pi_pedagogy_approach_codeforces_1985_B_greedy,pi::pedagogy::prerequisite::invariant_reasoning,pi::pedagogy::approach::codeforces_1985_B::greedy,PREREQUISITE_OF,invariant_reasoning is needed for greedy.,0.72
pi_ped_edge::PREREQUISITE_OF::pi_pedagogy_prerequisite_counterexample_testing::pi_pedagogy_approach_codeforces_1985_B_greedy,pi::pedagogy::prerequisite::counterexample_testing,pi::pedagogy::approach::codeforces_1985_B::greedy,PREREQUISITE_OF,counterexample_testing is needed for greedy.,0.72
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_greedy::pi_pedagogy_risk_wrong_proof,pi::pedagogy::approach::codeforces_1985_B::greedy,pi::pedagogy::risk::wrong_proof,HAS_RISK,The greedy approach may fail through wrong_proof.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_greedy::pi_pedagogy_risk_hidden_counterexample,pi::pedagogy::approach::codeforces_1985_B::greedy,pi::pedagogy::risk::hidden_counterexample,HAS_RISK,The greedy approach may fail through hidden_counterexample.,0.64
pi_ped_edge::HAS_RISK::pi_pedagogy_approach_codeforces_1985_B_greedy::pi_pedagogy_risk_edge_cases,pi::pedagogy::approach::codeforces_1985_B::greedy,pi::pedagogy::risk::edge_cases,HAS_RISK,The greedy approach may fail through edge_cases.,0.64
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_C1_binary_search::pi_pedagogy_approach_codeforces_2148_E_binary_search,pi::pedagogy::approach::codeforces_2065_C1::binary_search,pi::pedagogy::approach::codeforces_2148_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_E_binary_search::pi_pedagogy_approach_codeforces_2218_E_binary_search,pi::pedagogy::approach::codeforces_2148_E::binary_search,pi::pedagogy::approach::codeforces_2218_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_E_binary_search::pi_pedagogy_approach_codeforces_2044_E_binary_search,pi::pedagogy::approach::codeforces_2218_E::binary_search,pi::pedagogy::approach::codeforces_2044_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_E_binary_search::pi_pedagogy_approach_codeforces_2065_C2_binary_search,pi::pedagogy::approach::codeforces_2044_E::binary_search,pi::pedagogy::approach::codeforces_2065_C2::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_C2_binary_search::pi_pedagogy_approach_codeforces_2009_E_binary_search,pi::pedagogy::approach::codeforces_2065_C2::binary_search,pi::pedagogy::approach::codeforces_2009_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_E_binary_search::pi_pedagogy_approach_codeforces_1985_F_binary_search,pi::pedagogy::approach::codeforces_2009_E::binary_search,pi::pedagogy::approach::codeforces_1985_F::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_F_binary_search::pi_pedagogy_approach_codeforces_1999_G1_binary_search,pi::pedagogy::approach::codeforces_1985_F::binary_search,pi::pedagogy::approach::codeforces_1999_G1::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_G1_binary_search::pi_pedagogy_approach_codeforces_2185_E_binary_search,pi::pedagogy::approach::codeforces_1999_G1::binary_search,pi::pedagogy::approach::codeforces_2185_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_E_binary_search::pi_pedagogy_approach_codeforces_2167_E_binary_search,pi::pedagogy::approach::codeforces_2185_E::binary_search,pi::pedagogy::approach::codeforces_2167_E::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_E_binary_search::pi_pedagogy_approach_codeforces_1999_G2_binary_search,pi::pedagogy::approach::codeforces_2167_E::binary_search,pi::pedagogy::approach::codeforces_1999_G2::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_G2_binary_search::pi_pedagogy_approach_codeforces_2009_G1_binary_search,pi::pedagogy::approach::codeforces_1999_G2::binary_search,pi::pedagogy::approach::codeforces_2009_G1::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_G1_binary_search::pi_pedagogy_approach_codeforces_2044_F_binary_search,pi::pedagogy::approach::codeforces_2009_G1::binary_search,pi::pedagogy::approach::codeforces_2044_F::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_F_binary_search::pi_pedagogy_approach_codeforces_2094_H_binary_search,pi::pedagogy::approach::codeforces_2044_F::binary_search,pi::pedagogy::approach::codeforces_2094_H::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_H_binary_search::pi_pedagogy_approach_codeforces_2148_G_binary_search,pi::pedagogy::approach::codeforces_2094_H::binary_search,pi::pedagogy::approach::codeforces_2148_G::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_G_binary_search::pi_pedagogy_approach_codeforces_2009_G2_binary_search,pi::pedagogy::approach::codeforces_2148_G::binary_search,pi::pedagogy::approach::codeforces_2009_G2::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_G2_binary_search::pi_pedagogy_approach_codeforces_2185_H_binary_search,pi::pedagogy::approach::codeforces_2009_G2::binary_search,pi::pedagogy::approach::codeforces_2185_H::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_H_binary_search::pi_pedagogy_approach_codeforces_2009_G3_binary_search,pi::pedagogy::approach::codeforces_2185_H::binary_search,pi::pedagogy::approach::codeforces_2009_G3::binary_search,SAME_PATTERN_AS,Both approaches use binary_search and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_B_brute_force::pi_pedagogy_approach_codeforces_2009_A_brute_force,pi::pedagogy::approach::codeforces_1985_B::brute_force,pi::pedagogy::approach::codeforces_2009_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_A_brute_force::pi_pedagogy_approach_codeforces_2009_B_brute_force,pi::pedagogy::approach::codeforces_2009_A::brute_force,pi::pedagogy::approach::codeforces_2009_B::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_B_brute_force::pi_pedagogy_approach_codeforces_2044_A_brute_force,pi::pedagogy::approach::codeforces_2009_B::brute_force,pi::pedagogy::approach::codeforces_2044_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_A_brute_force::pi_pedagogy_approach_codeforces_2065_A_brute_force,pi::pedagogy::approach::codeforces_2044_A::brute_force,pi::pedagogy::approach::codeforces_2065_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_A_brute_force::pi_pedagogy_approach_codeforces_2094_B_brute_force,pi::pedagogy::approach::codeforces_2065_A::brute_force,pi::pedagogy::approach::codeforces_2094_B::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_B_brute_force::pi_pedagogy_approach_codeforces_2148_A_brute_force,pi::pedagogy::approach::codeforces_2094_B::brute_force,pi::pedagogy::approach::codeforces_2148_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_A_brute_force::pi_pedagogy_approach_codeforces_2167_A_brute_force,pi::pedagogy::approach::codeforces_2148_A::brute_force,pi::pedagogy::approach::codeforces_2167_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_A_brute_force::pi_pedagogy_approach_codeforces_2167_B_brute_force,pi::pedagogy::approach::codeforces_2167_A::brute_force,pi::pedagogy::approach::codeforces_2167_B::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_B_brute_force::pi_pedagogy_approach_codeforces_2218_A_brute_force,pi::pedagogy::approach::codeforces_2167_B::brute_force,pi::pedagogy::approach::codeforces_2218_A::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_A_brute_force::pi_pedagogy_approach_codeforces_1999_B_brute_force,pi::pedagogy::approach::codeforces_2218_A::brute_force,pi::pedagogy::approach::codeforces_1999_B::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_B_brute_force::pi_pedagogy_approach_codeforces_2167_D_brute_force,pi::pedagogy::approach::codeforces_1999_B::brute_force,pi::pedagogy::approach::codeforces_2167_D::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_D_brute_force::pi_pedagogy_approach_codeforces_1985_E_brute_force,pi::pedagogy::approach::codeforces_2167_D::brute_force,pi::pedagogy::approach::codeforces_1985_E::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_E_brute_force::pi_pedagogy_approach_codeforces_2218_E_brute_force,pi::pedagogy::approach::codeforces_1985_E::brute_force,pi::pedagogy::approach::codeforces_2218_E::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::NEXT_PRACTICE_STEP::pi_pedagogy_approach_codeforces_2218_E_brute_force::pi_pedagogy_approach_codeforces_1985_H1_brute_force,pi::pedagogy::approach::codeforces_2218_E::brute_force,pi::pedagogy::approach::codeforces_1985_H1::brute_force,NEXT_PRACTICE_STEP,Both approaches use brute_force; sorted by normalized difficulty for curriculum-style traversal.,0.58
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_H1_brute_force::pi_pedagogy_approach_codeforces_2044_F_brute_force,pi::pedagogy::approach::codeforces_1985_H1::brute_force,pi::pedagogy::approach::codeforces_2044_F::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_F_brute_force::pi_pedagogy_approach_codeforces_2094_H_brute_force,pi::pedagogy::approach::codeforces_2044_F::brute_force,pi::pedagogy::approach::codeforces_2094_H::brute_force,SAME_PATTERN_AS,Both approaches use brute_force and have nearby difficulty.,0.66
pi_ped_edge::NEXT_PRACTICE_STEP::pi_pedagogy_approach_codeforces_2094_H_brute_force::pi_pedagogy_approach_codeforces_2185_H_brute_force,pi::pedagogy::approach::codeforces_2094_H::brute_force,pi::pedagogy::approach::codeforces_2185_H::brute_force,NEXT_PRACTICE_STEP,Both approaches use brute_force; sorted by normalized difficulty for curriculum-style traversal.,0.58
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_A_constructive::pi_pedagogy_approach_codeforces_1999_C_constructive,pi::pedagogy::approach::codeforces_1999_A::constructive,pi::pedagogy::approach::codeforces_1999_C::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_C_constructive::pi_pedagogy_approach_codeforces_2009_B_constructive,pi::pedagogy::approach::codeforces_1999_C::constructive,pi::pedagogy::approach::codeforces_2009_B::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_B_constructive::pi_pedagogy_approach_codeforces_2044_B_constructive,pi::pedagogy::approach::codeforces_2009_B::constructive,pi::pedagogy::approach::codeforces_2044_B::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_B_constructive::pi_pedagogy_approach_codeforces_2065_A_constructive,pi::pedagogy::approach::codeforces_2044_B::constructive,pi::pedagogy::approach::codeforces_2065_A::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_A_constructive::pi_pedagogy_approach_codeforces_2167_C_constructive,pi::pedagogy::approach::codeforces_2065_A::constructive,pi::pedagogy::approach::codeforces_2167_C::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_C_constructive::pi_pedagogy_approach_codeforces_2218_A_constructive,pi::pedagogy::approach::codeforces_2167_C::constructive,pi::pedagogy::approach::codeforces_2218_A::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_A_constructive::pi_pedagogy_approach_codeforces_2218_C_constructive,pi::pedagogy::approach::codeforces_2218_A::constructive,pi::pedagogy::approach::codeforces_2218_C::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_C_constructive::pi_pedagogy_approach_codeforces_1985_D_constructive,pi::pedagogy::approach::codeforces_2218_C::constructive,pi::pedagogy::approach::codeforces_1985_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_D_constructive::pi_pedagogy_approach_codeforces_2185_C_constructive,pi::pedagogy::approach::codeforces_1985_D::constructive,pi::pedagogy::approach::codeforces_2185_C::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_C_constructive::pi_pedagogy_approach_codeforces_1999_B_constructive,pi::pedagogy::approach::codeforces_2185_C::constructive,pi::pedagogy::approach::codeforces_1999_B::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_B_constructive::pi_pedagogy_approach_codeforces_2167_D_constructive,pi::pedagogy::approach::codeforces_1999_B::constructive,pi::pedagogy::approach::codeforces_2167_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_D_constructive::pi_pedagogy_approach_codeforces_1999_D_constructive,pi::pedagogy::approach::codeforces_2167_D::constructive,pi::pedagogy::approach::codeforces_1999_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_D_constructive::pi_pedagogy_approach_codeforces_2009_C_constructive,pi::pedagogy::approach::codeforces_1999_D::constructive,pi::pedagogy::approach::codeforces_2009_C::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2009_C_constructive::pi_pedagogy_approach_codeforces_2044_D_constructive,pi::pedagogy::approach::codeforces_2009_C::constructive,pi::pedagogy::approach::codeforces_2044_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_D_constructive::pi_pedagogy_approach_codeforces_2185_D_constructive,pi::pedagogy::approach::codeforces_2044_D::constructive,pi::pedagogy::approach::codeforces_2185_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_D_constructive::pi_pedagogy_approach_codeforces_2218_D_constructive,pi::pedagogy::approach::codeforces_2185_D::constructive,pi::pedagogy::approach::codeforces_2218_D::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_D_constructive::pi_pedagogy_approach_codeforces_1999_E_constructive,pi::pedagogy::approach::codeforces_2218_D::constructive,pi::pedagogy::approach::codeforces_1999_E::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1999_E_constructive::pi_pedagogy_approach_codeforces_2044_E_constructive,pi::pedagogy::approach::codeforces_1999_E::constructive,pi::pedagogy::approach::codeforces_2044_E::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_E_constructive::pi_pedagogy_approach_codeforces_2185_E_constructive,pi::pedagogy::approach::codeforces_2044_E::constructive,pi::pedagogy::approach::codeforces_2185_E::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_E_constructive::pi_pedagogy_approach_codeforces_2218_F_constructive,pi::pedagogy::approach::codeforces_2185_E::constructive,pi::pedagogy::approach::codeforces_2218_F::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2218_F_constructive::pi_pedagogy_approach_codeforces_2065_E_constructive,pi::pedagogy::approach::codeforces_2218_F::constructive,pi::pedagogy::approach::codeforces_2065_E::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2065_E_constructive::pi_pedagogy_approach_codeforces_2167_E_constructive,pi::pedagogy::approach::codeforces_2065_E::constructive,pi::pedagogy::approach::codeforces_2167_E::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2167_E_constructive::pi_pedagogy_approach_codeforces_1985_H1_constructive,pi::pedagogy::approach::codeforces_2167_E::constructive,pi::pedagogy::approach::codeforces_1985_H1::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_1985_H1_constructive::pi_pedagogy_approach_codeforces_2044_G1_constructive,pi::pedagogy::approach::codeforces_1985_H1::constructive,pi::pedagogy::approach::codeforces_2044_G1::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2044_G1_constructive::pi_pedagogy_approach_codeforces_2094_G_constructive,pi::pedagogy::approach::codeforces_2044_G1::constructive,pi::pedagogy::approach::codeforces_2094_G::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2094_G_constructive::pi_pedagogy_approach_codeforces_2185_F_constructive,pi::pedagogy::approach::codeforces_2094_G::constructive,pi::pedagogy::approach::codeforces_2185_F::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_F_constructive::pi_pedagogy_approach_codeforces_2148_F_constructive,pi::pedagogy::approach::codeforces_2185_F::constructive,pi::pedagogy::approach::codeforces_2148_F::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2148_F_constructive::pi_pedagogy_approach_codeforces_2185_G_constructive,pi::pedagogy::approach::codeforces_2148_F::constructive,pi::pedagogy::approach::codeforces_2185_G::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
pi_ped_edge::SAME_PATTERN_AS::pi_pedagogy_approach_codeforces_2185_G_constructive::pi_pedagogy_approach_codeforces_2218_G_constructive,pi::pedagogy::approach::codeforces_2185_G::constructive,pi::pedagogy::approach::codeforces_2218_G::constructive,SAME_PATTERN_AS,Both approaches use constructive and have nearby difficulty.,0.66
