node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2009_F::graphs,pi::problem::codeforces_2009_F,codeforces_2009_F,APPROACH,Firefly's Queries - Graphs Approach,"This problem can be interpreted through graphs. Evidence: Firefly's Queries

F. Firefly's Queries
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Firefly is given an array $a$ of length $n$. Let $c_i$ denote the $i$'th cyclic shift $^{\text{∗}}$ of $a$. She creates a new array $b$ such that $b = c_1 + c_2 + \dots + c_n$ where $+$ represents. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,59,codeforces,1700.0,"[""data_structures"", ""graphs"", ""math""]","[""data_structures"", ""graphs"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2009/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""Firefly's Queries\n\nF. Firefly's Queries\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFirefly is given an array $a$ of length $n$. Let $c_i$ denote the $i$'th cyclic shift $^{\\text{∗}}$ of $a$. She creates a new array $b$ such that $b = c_1 + c_2 + \\dots + c_n$ where $+$ represents""}"
pi::pedagogy::approach::codeforces_2009_F::number_theory,pi::problem::codeforces_2009_F,codeforces_2009_F,APPROACH,Firefly's Queries - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: It can be shown for any integer $x$, it belongs in rotation $\lfloor \frac{x-1}{n} \rfloor + 1$ and at position $(x-1) \mod n + 1$.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,59,codeforces,1700.0,"[""data_structures"", ""graphs"", ""math"", ""number_theory""]","[""data_structures"", ""graphs"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2009/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""It can be shown for any integer $x$, it belongs in rotation $\\lfloor \\frac{x-1}{n} \\rfloor + 1$ and at position $(x-1) \\mod n + 1$.""}"
pi::pedagogy::approach::codeforces_2009_F::prefix_sums,pi::problem::codeforces_2009_F,codeforces_2009_F,APPROACH,Firefly's Queries - Prefix Sums Approach,"This problem can be interpreted through prefix sums. Evidence: The leftovers is just the suffix of rotation $rl$ starting at position $l$ and the prefix of rotation of $rr$ starting at position $r$.. Prerequisites: range_aggregation, index_boundaries. Common risks: indexing_bug, off_by_one.",4,59,codeforces,1700.0,"[""data_structures"", ""graphs"", ""math"", ""prefix_sums""]","[""data_structures"", ""graphs"", ""math"", ""techniques""]",https://codeforces.com/problemset/problem/2009/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""prefix_sums"", ""prerequisites"": [""range_aggregation"", ""index_boundaries""], ""risks"": [""indexing_bug"", ""off_by_one""], ""evidence"": ""The leftovers is just the suffix of rotation $rl$ starting at position $l$ and the prefix of rotation of $rr$ starting at position $r$.""}"
pi::pedagogy::topic::ternary_search,pi::pedagogy::root,,TOPIC,Ternary Search,Competitive programming topic: ternary_search.,2,60,,,"[""ternary_search""]","[""ternary_search""]",,"{""layer"": ""pedagogical_graph"", ""topic"": ""ternary_search""}"
pi::pedagogy::approach::codeforces_2009_E::binary_search,pi::problem::codeforces_2009_E,codeforces_2009_E,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: We can use binary search to search for the greatest $i$ such that $a_1 + \dots + a_i \leq a_{i+1} + \dots + a_n$.. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,60,codeforces,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""binary_search""]","[""techniques"", ""math"", ""ternary_search"", ""greedy""]",https://codeforces.com/problemset/problem/2009/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""We can use binary search to search for the greatest $i$ such that $a_1 + \\dots + a_i \\leq a_{i+1} + \\dots + a_n$.""}"
pi::pedagogy::approach::codeforces_2009_E::direct_formula,pi::problem::codeforces_2009_E,codeforces_2009_E,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Direct Formula Approach,"This problem can be interpreted through direct formula. Evidence: To evaluate $a_1 + \dots + a_i$ fast, we can use the sum of arithmetic sequence formula.. Prerequisites: algebraic_modeling, integer_square_root, overflow_awareness. Common risks: precision_error, overflow, invalid_integer_root.",4,60,codeforces,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""direct_formula""]","[""techniques"", ""math"", ""ternary_search"", ""greedy""]",https://codeforces.com/problemset/problem/2009/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""direct_formula"", ""prerequisites"": [""algebraic_modeling"", ""integer_square_root"", ""overflow_awareness""], ""risks"": [""precision_error"", ""overflow"", ""invalid_integer_root""], ""evidence"": ""To evaluate $a_1 + \\dots + a_i$ fast, we can use the sum of arithmetic sequence formula.""}"
pi::pedagogy::approach::codeforces_2009_E::greedy,pi::problem::codeforces_2009_E,codeforces_2009_E,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Greedy Approach,"This problem can be interpreted through greedy. Evidence: it's always good to consider the positive and negative cases separately.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,60,codeforces,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""greedy""]","[""techniques"", ""math"", ""ternary_search"", ""greedy""]",https://codeforces.com/problemset/problem/2009/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""it's always good to consider the positive and negative cases separately.""}"
pi::pedagogy::approach::codeforces_2009_E::prefix_sums,pi::problem::codeforces_2009_E,codeforces_2009_E,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Prefix Sums Approach,"This problem can be interpreted through prefix sums. Evidence: Essentially, we want to minimize the absolute value difference between the sums of the prefix and the suffix.. Prerequisites: range_aggregation, index_boundaries. Common risks: indexing_bug, off_by_one.",4,60,codeforces,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""prefix_sums""]","[""techniques"", ""math"", ""ternary_search"", ""greedy""]",https://codeforces.com/problemset/problem/2009/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""prefix_sums"", ""prerequisites"": [""range_aggregation"", ""index_boundaries""], ""risks"": [""indexing_bug"", ""off_by_one""], ""evidence"": ""Essentially, we want to minimize the absolute value difference between the sums of the prefix and the suffix.""}"
pi::pedagogy::approach::codeforces_2009_E::sorting,pi::problem::codeforces_2009_E,codeforces_2009_E,APPROACH,Klee's SUPER DUPER LARGE Array!!! - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Klee has an array $a$ of length $n$ containing integers $[k, k+1, ..., k+n-1]$ in that order.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,60,codeforces,1400.0,"[""techniques"", ""math"", ""ternary_search"", ""sorting""]","[""techniques"", ""math"", ""ternary_search"", ""greedy""]",https://codeforces.com/problemset/problem/2009/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Klee has an array $a$ of length $n$ containing integers $[k, k+1, ..., k+n-1]$ in that order.""}"
pi::pedagogy::approach::codeforces_2009_D::direct_formula,pi::problem::codeforces_2009_D,codeforces_2009_D,APPROACH,Satyam and Counting - Direct Formula Approach,"This problem can be interpreted through direct formula. Evidence: The length between the first and the second point is $\sqrt 2$ because it is the diagonal of $1$ by $1$ unit block.. Prerequisites: algebraic_modeling, integer_square_root, overflow_awareness. Common risks: precision_error, overflow, invalid_integer_root.",4,61,codeforces,1400.0,"[""math"", ""direct_formula""]","[""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""direct_formula"", ""prerequisites"": [""algebraic_modeling"", ""integer_square_root"", ""overflow_awareness""], ""risks"": [""precision_error"", ""overflow"", ""invalid_integer_root""], ""evidence"": ""The length between the first and the second point is $\\sqrt 2$ because it is the diagonal of $1$ by $1$ unit block.""}"
pi::pedagogy::approach::codeforces_2009_D::greedy,pi::problem::codeforces_2009_D,codeforces_2009_D,APPROACH,Satyam and Counting - Greedy Approach,"This problem can be interpreted through greedy. Evidence: The following $n$ lines contain two integers $x_i$ and $y_i$ ($0 \leq x_i \leq n$, $0 \leq y_i \leq 1$) - the $i$'th point that Satyam can choose from.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,61,codeforces,1400.0,"[""math"", ""greedy""]","[""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""The following $n$ lines contain two integers $x_i$ and $y_i$ ($0 \\leq x_i \\leq n$, $0 \\leq y_i \\leq 1$) - the $i$'th point that Satyam can choose from.""}"
pi::pedagogy::approach::codeforces_2009_C::constructive,pi::problem::codeforces_2009_C,codeforces_2009_C,APPROACH,The Legend of Freya the Frog - Constructive Approach,"This problem can be interpreted through constructive. Evidence: The Legend of Freya the Frog

C. The Legend of Freya the Frog
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Freya the Frog is traveling on the 2D coordinate plane. She is currently at point $(0,0)$ and wants to go to point $(x,y)$. In one move, she chooses an integer $d$ such that $0 \leq d. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,62,codeforces,1100.0,"[""implementation_constructive"", ""math"", ""constructive""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""The Legend of Freya the Frog\n\nC. The Legend of Freya the Frog\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFreya the Frog is traveling on the 2D coordinate plane. She is currently at point $(0,0)$ and wants to go to point $(x,y)$. In one move, she chooses an integer $d$ such that $0 \\leq d""}"
pi::pedagogy::approach::codeforces_2009_C::greedy,pi::problem::codeforces_2009_C,codeforces_2009_C,APPROACH,The Legend of Freya the Frog - Greedy Approach,"This problem can be interpreted through greedy. Evidence: While Freya performs these extra jumps, she will choose $d = 0$ for the $x$ direction.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,62,codeforces,1100.0,"[""implementation_constructive"", ""math"", ""greedy""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""While Freya performs these extra jumps, she will choose $d = 0$ for the $x$ direction.""}"
pi::pedagogy::approach::codeforces_2009_B::brute_force,pi::problem::codeforces_2009_B,codeforces_2009_B,APPROACH,osu!mania - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force implementation. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,63,codeforces,800.0,"[""implementation_constructive"", ""brute_force""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2009/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force implementation""}"
pi::pedagogy::approach::codeforces_2009_B::constructive,pi::problem::codeforces_2009_B,codeforces_2009_B,APPROACH,osu!mania - Constructive Approach,"This problem can be interpreted through constructive. Evidence: osu!mania

B. osu!mania
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

You are playing your favorite rhythm game, osu!mania. The layout of your beatmap consists of $n$ rows and $4$ columns. Because notes at the bottom are closer, you will process the bottommost row first and the topmost row. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,63,codeforces,800.0,"[""implementation_constructive"", ""constructive""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2009/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""osu!mania\n\nB. osu!mania\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nYou are playing your favorite rhythm game, osu!mania. The layout of your beatmap consists of $n$ rows and $4$ columns. Because notes at the bottom are closer, you will process the bottommost row first and the topmost row""}"
pi::pedagogy::approach::codeforces_2009_B::greedy,pi::problem::codeforces_2009_B,codeforces_2009_B,APPROACH,osu!mania - Greedy Approach,"This problem can be interpreted through greedy. Evidence: While Freya performs these extra jumps, she will choose $d = 0$ for the $x$ direction.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,63,codeforces,800.0,"[""implementation_constructive"", ""greedy""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2009/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""While Freya performs these extra jumps, she will choose $d = 0$ for the $x$ direction.""}"
pi::pedagogy::approach::codeforces_2009_B::sorting,pi::problem::codeforces_2009_B,codeforces_2009_B,APPROACH,osu!mania - Sorting Approach,"This problem can be interpreted through sorting. Evidence: For each note $1, 2, \dots, n$, in the order of processing, output the column in which the note appears.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,63,codeforces,800.0,"[""implementation_constructive"", ""sorting""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2009/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""For each note $1, 2, \\dots, n$, in the order of processing, output the column in which the note appears.""}"
pi::pedagogy::approach::codeforces_2009_A::brute_force,pi::problem::codeforces_2009_A,codeforces_2009_A,APPROACH,Minimize! - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: Minimize!

A. Minimize!
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

You are given two integers $a$ and $b$ ($a \leq b$). Over all possible integer values of $c$ ($a \leq c \leq b$), find the minimum value of $(c - a) + (b - c)$.

The first line contains $t$ ($1 \leq t \leq 55$) - the number. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,64,codeforces,800.0,"[""implementation_constructive"", ""math"", ""brute_force""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""Minimize!\n\nA. Minimize!\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nYou are given two integers $a$ and $b$ ($a \\leq b$). Over all possible integer values of $c$ ($a \\leq c \\leq b$), find the minimum value of $(c - a) + (b - c)$.\n\nThe first line contains $t$ ($1 \\leq t \\leq 55$) - the number""}"
pi::pedagogy::approach::codeforces_2009_A::greedy,pi::problem::codeforces_2009_A,codeforces_2009_A,APPROACH,Minimize! - Greedy Approach,"This problem can be interpreted through greedy. Evidence: We choose $c$ between $a$ and $b$ $(a \leq c \leq b)$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,64,codeforces,800.0,"[""implementation_constructive"", ""math"", ""greedy""]","[""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/2009/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""We choose $c$ between $a$ and $b$ $(a \\leq c \\leq b)$.""}"
pi::pedagogy::topic::interactive,pi::pedagogy::root,,TOPIC,Interactive,Competitive programming topic: interactive.,2,65,,,"[""interactive""]","[""interactive""]",,"{""layer"": ""pedagogical_graph"", ""topic"": ""interactive""}"
pi::pedagogy::approach::codeforces_1999_G2::binary_search,pi::problem::codeforces_1999_G2,codeforces_1999_G2,APPROACH,Ruler (hard version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search interactive ternary search. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,65,codeforces,1700.0,"[""techniques"", ""interactive"", ""ternary_search"", ""binary_search""]","[""techniques"", ""interactive"", ""ternary_search""]",https://codeforces.com/problemset/problem/1999/G2,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search interactive ternary search""}"
pi::pedagogy::approach::codeforces_1999_G1::binary_search,pi::problem::codeforces_1999_G1,codeforces_1999_G1,APPROACH,Ruler (easy version) - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: binary search interactive. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,66,codeforces,1500.0,"[""techniques"", ""interactive"", ""binary_search""]","[""techniques"", ""interactive""]",https://codeforces.com/problemset/problem/1999/G1,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""binary search interactive""}"
pi::pedagogy::approach::codeforces_1999_F::number_theory,pi::problem::codeforces_1999_F,codeforces_1999_F,APPROACH,Expected Median - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: As this sum can be very large, output it modulo $10^9 + 7$.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,67,codeforces,1500.0,"[""math"", ""number_theory""]","[""math"", ""techniques""]",https://codeforces.com/problemset/problem/1999/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""As this sum can be very large, output it modulo $10^9 + 7$.""}"
pi::pedagogy::approach::codeforces_1999_F::sorting,pi::problem::codeforces_1999_F,codeforces_1999_F,APPROACH,Expected Median - Sorting Approach,"This problem can be interpreted through sorting. Evidence: $^{\text{‡}}$ The median of an array of odd length $k$ is the $\frac{k+1}{2}$-th element when sorted.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,67,codeforces,1500.0,"[""math"", ""sorting""]","[""math"", ""techniques""]",https://codeforces.com/problemset/problem/1999/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""$^{\\text{‡}}$ The median of an array of odd length $k$ is the $\\frac{k+1}{2}$-th element when sorted.""}"
pi::pedagogy::approach::codeforces_1999_E::dynamic_programming,pi::problem::codeforces_1999_E,codeforces_1999_E,APPROACH,Triple Operations - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: dp implementation math. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,68,codeforces,1300.0,"[""dynamic_programming"", ""implementation_constructive"", ""math""]","[""dynamic_programming"", ""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/1999/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""dp implementation math""}"
pi::pedagogy::approach::codeforces_1999_E::constructive,pi::problem::codeforces_1999_E,codeforces_1999_E,APPROACH,Triple Operations - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Triple Operations

E. Triple Operations
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

On the board Ivy wrote down all integers from $l$ to $r$, inclusive.
In an operation, she does the following:
pick two numbers $x$ and $y$ on the board, erase them, and in their place write the numbers $3x$. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,68,codeforces,1300.0,"[""dynamic_programming"", ""implementation_constructive"", ""math"", ""constructive""]","[""dynamic_programming"", ""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/1999/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Triple Operations\n\nE. Triple Operations\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nOn the board Ivy wrote down all integers from $l$ to $r$, inclusive.\nIn an operation, she does the following:\npick two numbers $x$ and $y$ on the board, erase them, and in their place write the numbers $3x$""}"
pi::pedagogy::approach::codeforces_1999_E::greedy,pi::problem::codeforces_1999_E,codeforces_1999_E,APPROACH,Triple Operations - Greedy Approach,"This problem can be interpreted through greedy. Evidence: We have a proof that this is always possible.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,68,codeforces,1300.0,"[""dynamic_programming"", ""implementation_constructive"", ""math"", ""greedy""]","[""dynamic_programming"", ""implementation_constructive"", ""math"", ""greedy""]",https://codeforces.com/problemset/problem/1999/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""We have a proof that this is always possible.""}"
pi::pedagogy::approach::codeforces_1999_D::greedy,pi::problem::codeforces_1999_D,codeforces_1999_D,APPROACH,Slavic's Exam - Greedy Approach,"This problem can be interpreted through greedy. Evidence: greedy implementation strings. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,69,codeforces,1100.0,"[""greedy"", ""implementation_constructive"", ""strings""]","[""greedy"", ""implementation_constructive"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/1999/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""greedy implementation strings""}"
pi::pedagogy::approach::codeforces_1999_D::constructive,pi::problem::codeforces_1999_D,codeforces_1999_D,APPROACH,Slavic's Exam - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Slavic's Exam

D. Slavic's Exam
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Slavic has a very tough exam and needs your help in order to pass it. Here is the question he is struggling with:
There exists a string $s$, which consists of lowercase English letters and possibly zero or more. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,69,codeforces,1100.0,"[""greedy"", ""implementation_constructive"", ""strings"", ""constructive""]","[""greedy"", ""implementation_constructive"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/1999/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Slavic's Exam\n\nD. Slavic's Exam\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSlavic has a very tough exam and needs your help in order to pass it. Here is the question he is struggling with:\nThere exists a string $s$, which consists of lowercase English letters and possibly zero or more""}"
pi::pedagogy::approach::codeforces_1999_D::sorting,pi::problem::codeforces_1999_D,codeforces_1999_D,APPROACH,Slavic's Exam - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Slavic has a very tough exam and needs your help in order to pass it.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,69,codeforces,1100.0,"[""greedy"", ""implementation_constructive"", ""strings"", ""sorting""]","[""greedy"", ""implementation_constructive"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/1999/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Slavic has a very tough exam and needs your help in order to pass it.""}"
pi::pedagogy::approach::codeforces_1999_C::greedy,pi::problem::codeforces_1999_C,codeforces_1999_C,APPROACH,Showering - Greedy Approach,"This problem can be interpreted through greedy. Evidence: greedy implementation. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,70,codeforces,800.0,"[""greedy"", ""implementation_constructive""]","[""greedy"", ""implementation_constructive""]",https://codeforces.com/problemset/problem/1999/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""greedy implementation""}"
