node_id,parent_node_id,global_problem_id,node_type,title,text,depth,order,source,normalized_difficulty,normalized_tags,topic_group,url,metadata
pi::pedagogy::approach::codeforces_2148_D::greedy,pi::problem::codeforces_2148_D,codeforces_2148_D,APPROACH,Destruction of the Dandelion Fields - Greedy Approach,"This problem can be interpreted through greedy. Evidence: constructive algorithms greedy sortings. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,26,codeforces,1000.0,"[""implementation_constructive"", ""greedy"", ""techniques""]","[""implementation_constructive"", ""greedy"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2148/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""constructive algorithms greedy sortings""}"
pi::pedagogy::approach::codeforces_2148_D::sorting,pi::problem::codeforces_2148_D,codeforces_2148_D,APPROACH,Destruction of the Dandelion Fields - Sorting Approach,"This problem can be interpreted through sorting. Evidence: He will visit all the fields in any order he wants, and each field. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,26,codeforces,1000.0,"[""implementation_constructive"", ""greedy"", ""techniques"", ""sorting""]","[""implementation_constructive"", ""greedy"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2148/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""He will visit all the fields in any order he wants, and each field""}"
pi::pedagogy::approach::codeforces_2148_C::greedy,pi::problem::codeforces_2148_C,codeforces_2148_C,APPROACH,Pacer - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Therefore, at the start of each minute, FJ can choose to either run to the other side of the gym or stay in place.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,27,codeforces,900.0,"[""greedy"", ""math""]","[""greedy"", ""math""]",https://codeforces.com/problemset/problem/2148/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Therefore, at the start of each minute, FJ can choose to either run to the other side of the gym or stay in place.""}"
pi::pedagogy::approach::codeforces_2148_B::graphs,pi::problem::codeforces_2148_B,codeforces_2148_B,APPROACH,Lasers - Graphs Approach,"This problem can be interpreted through graphs. Evidence: Since our path is continuous, whatever route we take will always pass through all vertical and horizontal lasers in the region from $(0,0)$ to $(x,y)$ since our movement is bounded inside the region.. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,28,codeforces,800.0,"[""math"", ""graphs""]","[""math"", ""greedy"", ""graphs""]",https://codeforces.com/problemset/problem/2148/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""Since our path is continuous, whatever route we take will always pass through all vertical and horizontal lasers in the region from $(0,0)$ to $(x,y)$ since our movement is bounded inside the region.""}"
pi::pedagogy::approach::codeforces_2148_B::greedy,pi::problem::codeforces_2148_B,codeforces_2148_B,APPROACH,Lasers - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Since our path is continuous, whatever route we take will always pass through all vertical and horizontal lasers in the region from $(0,0)$ to $(x,y)$ since our movement is bounded inside the region.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,28,codeforces,800.0,"[""math"", ""greedy""]","[""math"", ""greedy"", ""graphs""]",https://codeforces.com/problemset/problem/2148/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Since our path is continuous, whatever route we take will always pass through all vertical and horizontal lasers in the region from $(0,0)$ to $(x,y)$ since our movement is bounded inside the region.""}"
pi::pedagogy::approach::codeforces_2148_A::brute_force,pi::problem::codeforces_2148_A,codeforces_2148_A,APPROACH,Sublime Sequence - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force hashing math. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,29,codeforces,800.0,"[""implementation_constructive"", ""data_structures"", ""math"", ""brute_force""]","[""implementation_constructive"", ""data_structures"", ""math""]",https://codeforces.com/problemset/problem/2148/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force hashing math""}"
pi::pedagogy::approach::codeforces_2148_A::data_structures,pi::problem::codeforces_2148_A,codeforces_2148_A,APPROACH,Sublime Sequence - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Sublime Sequence

A. Sublime Sequence
time limit per test
1 second
memory limit per test
256 megabytes
input
standard input
output
standard output

Farmer John has an integer $x$. He creates a sequence of length $n$ by alternating integers $x$ and $-x$, starting with $x$.
For example, if $n = 5$, the sequence looks like: $x, -x, x, -x, x$.
He asks you to. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,29,codeforces,800.0,"[""implementation_constructive"", ""data_structures"", ""math""]","[""implementation_constructive"", ""data_structures"", ""math""]",https://codeforces.com/problemset/problem/2148/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Sublime Sequence\n\nA. Sublime Sequence\ntime limit per test\n1 second\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nFarmer John has an integer $x$. He creates a sequence of length $n$ by alternating integers $x$ and $-x$, starting with $x$.\nFor example, if $n = 5$, the sequence looks like: $x, -x, x, -x, x$.\nHe asks you to""}"
pi::pedagogy::approach::codeforces_2094_H::binary_search,pi::problem::codeforces_2094_H,codeforces_2094_H,APPROACH,La Vaca Saturno Saturnita - Binary Search Approach,"This problem can be interpreted through binary search. Evidence: (or generally, binary search) to find the smallest index at or after $l$ where this divisor appears, and we can check if it is no greater than $r$.. Prerequisites: monotonic_predicate, bounds_reasoning, integer_overflow_awareness. Common risks: wrong_bounds, off_by_one, missing_monotonicity_proof.",4,30,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math"", ""binary_search""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""binary_search"", ""prerequisites"": [""monotonic_predicate"", ""bounds_reasoning"", ""integer_overflow_awareness""], ""risks"": [""wrong_bounds"", ""off_by_one"", ""missing_monotonicity_proof""], ""evidence"": ""(or generally, binary search) to find the smallest index at or after $l$ where this divisor appears, and we can check if it is no greater than $r$.""}"
pi::pedagogy::approach::codeforces_2094_H::brute_force,pi::problem::codeforces_2094_H,codeforces_2094_H,APPROACH,La Vaca Saturno Saturnita - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: binary search brute force math number theory. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,30,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math"", ""brute_force""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""binary search brute force math number theory""}"
pi::pedagogy::approach::codeforces_2094_H::direct_formula,pi::problem::codeforces_2094_H,codeforces_2094_H,APPROACH,La Vaca Saturno Saturnita - Direct Formula Approach,"This problem can be interpreted through direct formula. Evidence: Note that the divisors of $d(k)$ can be found in $O(\sqrt{k})$ time by checking if $a$ divides $k$ for every $a$ from $2$ to $\sqrt{k}$, and if so, $a$ and $\frac{k}{a}$ are both divisors of $k$.. Prerequisites: algebraic_modeling, integer_square_root, overflow_awareness. Common risks: precision_error, overflow, invalid_integer_root.",4,30,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math"", ""direct_formula""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""direct_formula"", ""prerequisites"": [""algebraic_modeling"", ""integer_square_root"", ""overflow_awareness""], ""risks"": [""precision_error"", ""overflow"", ""invalid_integer_root""], ""evidence"": ""Note that the divisors of $d(k)$ can be found in $O(\\sqrt{k})$ time by checking if $a$ divides $k$ for every $a$ from $2$ to $\\sqrt{k}$, and if so, $a$ and $\\frac{k}{a}$ are both divisors of $k$.""}"
pi::pedagogy::approach::codeforces_2094_H::number_theory,pi::problem::codeforces_2094_H,codeforces_2094_H,APPROACH,La Vaca Saturno Saturnita - Number Theory Approach,"This problem can be interpreted through number theory. Evidence: $a[i]$ must be a divisor of $k$.. Prerequisites: divisibility, modular_arithmetic. Common risks: modulo_bug, overflow, divisibility_edge_case.",4,30,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math"", ""number_theory""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""number_theory"", ""prerequisites"": [""divisibility"", ""modular_arithmetic""], ""risks"": [""modulo_bug"", ""overflow"", ""divisibility_edge_case""], ""evidence"": ""$a[i]$ must be a divisor of $k$.""}"
pi::pedagogy::approach::codeforces_2094_H::sorting,pi::problem::codeforces_2094_H,codeforces_2094_H,APPROACH,La Vaca Saturno Saturnita - Sorting Approach,"This problem can be interpreted through sorting. Evidence: What must the value of $a[i]$ be in order for $k$ to change?. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,30,codeforces,1900.0,"[""techniques"", ""implementation_constructive"", ""math"", ""sorting""]","[""techniques"", ""implementation_constructive"", ""math""]",https://codeforces.com/problemset/problem/2094/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""What must the value of $a[i]$ be in order for $k$ to change?""}"
pi::pedagogy::approach::codeforces_2094_G::constructive,pi::problem::codeforces_2094_G,codeforces_2094_G,APPROACH,Chimpanzini Bananini - Constructive Approach,"This problem can be interpreted through constructive. Evidence: Chimpanzini Bananini

G. Chimpanzini Bananini
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Chimpanzini Bananini stands on the brink of a momentous battle-one destined to bring finality.
For an arbitrary array $b$ of length $m$, let's denote the
rizziness
of the array to be. Prerequisites: pattern_recognition, case_splitting, validity_proof. Common risks: invalid_construction, edge_cases, proof_gap.",4,31,codeforces,1700.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""constructive""]","[""data_structures"", ""implementation_constructive"", ""math"", ""dynamic_programming"", ""techniques""]",https://codeforces.com/problemset/problem/2094/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""constructive"", ""prerequisites"": [""pattern_recognition"", ""case_splitting"", ""validity_proof""], ""risks"": [""invalid_construction"", ""edge_cases"", ""proof_gap""], ""evidence"": ""Chimpanzini Bananini\n\nG. Chimpanzini Bananini\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nChimpanzini Bananini stands on the brink of a momentous battle-one destined to bring finality.\nFor an arbitrary array $b$ of length $m$, let's denote the\nrizziness\nof the array to be""}"
pi::pedagogy::approach::codeforces_2094_G::data_structures,pi::problem::codeforces_2094_G,codeforces_2094_G,APPROACH,Chimpanzini Bananini - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Chimpanzini Bananini

G. Chimpanzini Bananini
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Chimpanzini Bananini stands on the brink of a momentous battle-one destined to bring finality.
For an arbitrary array $b$ of length $m$, let's denote the
rizziness
of the array to be. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,31,codeforces,1700.0,"[""data_structures"", ""implementation_constructive"", ""math""]","[""data_structures"", ""implementation_constructive"", ""math"", ""dynamic_programming"", ""techniques""]",https://codeforces.com/problemset/problem/2094/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Chimpanzini Bananini\n\nG. Chimpanzini Bananini\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nChimpanzini Bananini stands on the brink of a momentous battle-one destined to bring finality.\nFor an arbitrary array $b$ of length $m$, let's denote the\nrizziness\nof the array to be""}"
pi::pedagogy::approach::codeforces_2094_G::dynamic_programming,pi::problem::codeforces_2094_G,codeforces_2094_G,APPROACH,Chimpanzini Bananini - Dynamic Programming Approach,"This problem can be interpreted through dynamic programming. Evidence: This means that each operation modifies the array, and subsequent operations should be applied to the current state of the array after the previous operations.. Prerequisites: state_design, transition_reasoning, base_cases. Common risks: wrong_state, missing_base_case, bad_complexity.",4,31,codeforces,1700.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""dynamic_programming""]","[""data_structures"", ""implementation_constructive"", ""math"", ""dynamic_programming"", ""techniques""]",https://codeforces.com/problemset/problem/2094/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""dynamic_programming"", ""prerequisites"": [""state_design"", ""transition_reasoning"", ""base_cases""], ""risks"": [""wrong_state"", ""missing_base_case"", ""bad_complexity""], ""evidence"": ""This means that each operation modifies the array, and subsequent operations should be applied to the current state of the array after the previous operations.""}"
pi::pedagogy::approach::codeforces_2094_G::sorting,pi::problem::codeforces_2094_G,codeforces_2094_G,APPROACH,Chimpanzini Bananini - Sorting Approach,"This problem can be interpreted through sorting. Evidence: What other values do we need to maintain in order to keep track of score?. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,31,codeforces,1700.0,"[""data_structures"", ""implementation_constructive"", ""math"", ""sorting""]","[""data_structures"", ""implementation_constructive"", ""math"", ""dynamic_programming"", ""techniques""]",https://codeforces.com/problemset/problem/2094/G,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""What other values do we need to maintain in order to keep track of score?""}"
pi::pedagogy::approach::codeforces_2094_F::greedy,pi::problem::codeforces_2094_F,codeforces_2094_F,APPROACH,Trulimero Trulicina - Greedy Approach,"This problem can be interpreted through greedy. Evidence: It can be shown that such a grid always exists.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,32,codeforces,1600.0,"[""implementation_constructive"", ""greedy""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2094/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""It can be shown that such a grid always exists.""}"
pi::pedagogy::approach::codeforces_2094_F::sorting,pi::problem::codeforces_2094_F,codeforces_2094_F,APPROACH,Trulimero Trulicina - Sorting Approach,"This problem can be interpreted through sorting. Evidence: What would happen if we tried outputting the numbers $1, \dots, k, 1, \dots, k, \dots$ in the natural reading order?. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,32,codeforces,1600.0,"[""implementation_constructive"", ""sorting""]","[""implementation_constructive"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2094/F,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""What would happen if we tried outputting the numbers $1, \\dots, k, 1, \\dots, k, \\dots$ in the natural reading order?""}"
pi::pedagogy::approach::codeforces_2094_E::data_structures,pi::problem::codeforces_2094_E,codeforces_2094_E,APPROACH,Boneca Ambalabu - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Boneca Ambalabu

E. Boneca Ambalabu
time limit per test
2 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Boneca Ambalabu gives you a sequence of $n$ integers $a_1,a_2,\ldots,a_n$.
Output the maximum value of $(a_k\oplus a_1)+(a_k\oplus a_2)+\ldots+(a_k\oplus a_n)$ among all $1 \leq k \leq n$. Note that $\oplus$. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,33,codeforces,1200.0,"[""data_structures""]","[""data_structures"", ""greedy""]",https://codeforces.com/problemset/problem/2094/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Boneca Ambalabu\n\nE. Boneca Ambalabu\ntime limit per test\n2 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nBoneca Ambalabu gives you a sequence of $n$ integers $a_1,a_2,\\ldots,a_n$.\nOutput the maximum value of $(a_k\\oplus a_1)+(a_k\\oplus a_2)+\\ldots+(a_k\\oplus a_n)$ among all $1 \\leq k \\leq n$. Note that $\\oplus$""}"
pi::pedagogy::approach::codeforces_2094_E::greedy,pi::problem::codeforces_2094_E,codeforces_2094_E,APPROACH,Boneca Ambalabu - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Now, suppose we choose a particular $k$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,33,codeforces,1200.0,"[""data_structures"", ""greedy""]","[""data_structures"", ""greedy""]",https://codeforces.com/problemset/problem/2094/E,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Now, suppose we choose a particular $k$.""}"
pi::pedagogy::approach::codeforces_2094_D::greedy,pi::problem::codeforces_2094_D,codeforces_2094_D,APPROACH,Tung Tung Sahur - Greedy Approach,"This problem can be interpreted through greedy. Evidence: greedy strings two pointers. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,34,codeforces,1100.0,"[""greedy"", ""strings"", ""techniques""]","[""greedy"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/2094/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""greedy strings two pointers""}"
pi::pedagogy::approach::codeforces_2094_D::sorting,pi::problem::codeforces_2094_D,codeforces_2094_D,APPROACH,Tung Tung Sahur - Sorting Approach,"This problem can be interpreted through sorting. Evidence: So the answer is yes if and only if $s_2$ consists of between five and ten $L$ s (inclusive), between one and two $R$ s, and between one and two $L$ 's, concatenated in that order.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,34,codeforces,1100.0,"[""greedy"", ""strings"", ""techniques"", ""sorting""]","[""greedy"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/2094/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""So the answer is yes if and only if $s_2$ consists of between five and ten $L$ s (inclusive), between one and two $R$ s, and between one and two $L$ 's, concatenated in that order.""}"
pi::pedagogy::approach::codeforces_2094_D::two_pointers,pi::problem::codeforces_2094_D,codeforces_2094_D,APPROACH,Tung Tung Sahur - Two Pointers Approach,"This problem can be interpreted through two pointers. Evidence: greedy strings two pointers. Prerequisites: monotonic_window, invariant_reasoning. Common risks: pointer_invariant_bug, off_by_one.",4,34,codeforces,1100.0,"[""greedy"", ""strings"", ""techniques"", ""two_pointers""]","[""greedy"", ""strings"", ""techniques""]",https://codeforces.com/problemset/problem/2094/D,"{""layer"": ""pedagogical_graph"", ""technique"": ""two_pointers"", ""prerequisites"": [""monotonic_window"", ""invariant_reasoning""], ""risks"": [""pointer_invariant_bug"", ""off_by_one""], ""evidence"": ""greedy strings two pointers""}"
pi::pedagogy::approach::codeforces_2094_C::greedy,pi::problem::codeforces_2094_C,codeforces_2094_C,APPROACH,Brr Brrr Patapim - Greedy Approach,"This problem can be interpreted through greedy. Evidence: Thus, we can simply find the value which has not appeared yet, and choose that as $p_1$.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,35,codeforces,900.0,"[""math"", ""greedy""]","[""math"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2094/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""Thus, we can simply find the value which has not appeared yet, and choose that as $p_1$.""}"
pi::pedagogy::approach::codeforces_2094_C::sorting,pi::problem::codeforces_2094_C,codeforces_2094_C,APPROACH,Brr Brrr Patapim - Sorting Approach,"This problem can be interpreted through sorting. Evidence: Brr Brrr Patapim is trying to learn of Tiramisù's secret passcode, which is a permutation $^{\text{∗}}$ of $2\cdot n$ elements.. Prerequisites: ordering_argument, tie_handling. Common risks: tie_handling, wrong_ordering.",4,35,codeforces,900.0,"[""math"", ""sorting""]","[""math"", ""greedy"", ""techniques""]",https://codeforces.com/problemset/problem/2094/C,"{""layer"": ""pedagogical_graph"", ""technique"": ""sorting"", ""prerequisites"": [""ordering_argument"", ""tie_handling""], ""risks"": [""tie_handling"", ""wrong_ordering""], ""evidence"": ""Brr Brrr Patapim is trying to learn of Tiramisù's secret passcode, which is a permutation $^{\\text{∗}}$ of $2\\cdot n$ elements.""}"
pi::pedagogy::approach::codeforces_2094_B::brute_force,pi::problem::codeforces_2094_B,codeforces_2094_B,APPROACH,Bobritto Bandito - Brute Force Approach,"This problem can be interpreted through brute force. Evidence: brute force constructive algorithms. Prerequisites: constraint_reading, complexity_estimation. Common risks: tle, bad_complexity.",4,36,codeforces,800.0,"[""implementation_constructive"", ""brute_force""]","[""implementation_constructive"", ""greedy""]",https://codeforces.com/problemset/problem/2094/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""brute_force"", ""prerequisites"": [""constraint_reading"", ""complexity_estimation""], ""risks"": [""tle"", ""bad_complexity""], ""evidence"": ""brute force constructive algorithms""}"
pi::pedagogy::approach::codeforces_2094_B::greedy,pi::problem::codeforces_2094_B,codeforces_2094_B,APPROACH,Bobritto Bandito - Greedy Approach,"This problem can be interpreted through greedy. Evidence: If $m\leq r$, we can choose $l' = 0$ and $r' = m$, and then we see that $r' - l' = m - 0 = m$ and $l \leq 0 \leq 0 \leq m \leq r$ as desired.. Prerequisites: exchange_argument, invariant_reasoning, counterexample_testing. Common risks: wrong_proof, hidden_counterexample, edge_cases.",4,36,codeforces,800.0,"[""implementation_constructive"", ""greedy""]","[""implementation_constructive"", ""greedy""]",https://codeforces.com/problemset/problem/2094/B,"{""layer"": ""pedagogical_graph"", ""technique"": ""greedy"", ""prerequisites"": [""exchange_argument"", ""invariant_reasoning"", ""counterexample_testing""], ""risks"": [""wrong_proof"", ""hidden_counterexample"", ""edge_cases""], ""evidence"": ""If $m\\leq r$, we can choose $l' = 0$ and $r' = m$, and then we see that $r' - l' = m - 0 = m$ and $l \\leq 0 \\leq 0 \\leq m \\leq r$ as desired.""}"
pi::pedagogy::approach::codeforces_2094_A::graphs,pi::problem::codeforces_2094_A,codeforces_2094_A,APPROACH,Trippi Troppi - Graphs Approach,"This problem can be interpreted through graphs. Evidence: [{""input"": ""7\nunited states america\noh my god\ni cant lie\nbinary indexed tree\nbelieve in yourself\nskibidi slay sigma\ngod bless america"", ""output"": ""usa\nomg\nicl\nbit\nbiy\nsss\ngba"", ""sample_index"": 1}]. Prerequisites: graph_modeling, dfs_bfs, tree_invariants. Common risks: visited_state_bug, recursion_depth, wrong_tree_root.",4,37,codeforces,800.0,"[""strings"", ""graphs""]","[""strings"", ""graphs""]",https://codeforces.com/problemset/problem/2094/A,"{""layer"": ""pedagogical_graph"", ""technique"": ""graphs"", ""prerequisites"": [""graph_modeling"", ""dfs_bfs"", ""tree_invariants""], ""risks"": [""visited_state_bug"", ""recursion_depth"", ""wrong_tree_root""], ""evidence"": ""[{\""input\"": \""7\\nunited states america\\noh my god\\ni cant lie\\nbinary indexed tree\\nbelieve in yourself\\nskibidi slay sigma\\ngod bless america\"", \""output\"": \""usa\\nomg\\nicl\\nbit\\nbiy\\nsss\\ngba\"", \""sample_index\"": 1}]""}"
pi::pedagogy::approach::codeforces_2065_H::data_structures,pi::problem::codeforces_2065_H,codeforces_2065_H,APPROACH,Bro Thinks He's Him - Data Structures Approach,"This problem can be interpreted through data structures. Evidence: Bro Thinks He's Him

H. Bro Thinks He's Him
time limit per test
3 seconds
memory limit per test
256 megabytes
input
standard input
output
standard output

Skibidus thinks he's Him! He proved it by solving this difficult task. Can you also prove yourself?
Given a binary string $^{\text{∗}}$ $t$, $f(t)$ is defined as the minimum number of contiguous. Prerequisites: operation_invariants, complexity_tradeoffs. Common risks: stale_update, wrong_query_range, complexity_bug.",4,38,codeforces,2200.0,"[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]","[""math"", ""data_structures"", ""techniques"", ""dynamic_programming""]",https://codeforces.com/problemset/problem/2065/H,"{""layer"": ""pedagogical_graph"", ""technique"": ""data_structures"", ""prerequisites"": [""operation_invariants"", ""complexity_tradeoffs""], ""risks"": [""stale_update"", ""wrong_query_range"", ""complexity_bug""], ""evidence"": ""Bro Thinks He's Him\n\nH. Bro Thinks He's Him\ntime limit per test\n3 seconds\nmemory limit per test\n256 megabytes\ninput\nstandard input\noutput\nstandard output\n\nSkibidus thinks he's Him! He proved it by solving this difficult task. Can you also prove yourself?\nGiven a binary string $^{\\text{∗}}$ $t$, $f(t)$ is defined as the minimum number of contiguous""}"
